0.413854 1236
0.81193 3076
1.21001 4590
1.60808 5474
2.00616 6496
2.40423 7602
2.80231 8680
3.20039 9626
3.59846 10438
3.99654 11280
4.39461 12086
4.79269 12580
5.19077 13144
5.58884 13930
5.98692 14352
6.38499 14764
6.78307 15018
7.18115 15650
7.57922 16420
7.9773 17092
8.37538 17376
8.77345 17770
9.17153 18036
9.5696 18318
9.96768 18648
10.3658 18576
10.7638 18586
11.1619 18826
11.56 19262
11.9581 19456
12.3561 19380
12.7542 19622
13.1523 19688
13.5504 19950
13.9484 19570
14.3465 19860
14.7446 19710
15.1427 19378
15.5407 19816
15.9388 19958
16.3369 19398
16.735 18978
17.133 19068
17.5311 18802
17.9292 17686
18.3273 17822
18.7254 17082
19.1234 16618
19.5215 15882
19.9196 15574
20.3177 13876
20.7157 12744
21.1138 12186
21.5119 11190
21.91 10954
22.308 10204
22.7061 9580
23.1042 9280
23.5023 8814
23.9003 8146
24.2984 8044
24.6965 7394
25.0946 7410
25.4926 6926
25.8907 6354
26.2888 6030
26.6869 5984
27.085 5704
27.483 5374
27.8811 4912
28.2792 4820
28.6773 4470
29.0753 4270
29.4734 3942
29.8715 3608
30.2696 3302
30.6676 3342
31.0657 2998
31.4638 2778
31.8619 2626
32.2599 2310
32.658 2156
33.0561 2166
33.4542 1806
33.8522 1750
34.2503 1410
34.6484 1316
35.0465 1174
35.4445 1044
35.8426 926
36.2407 720
36.6388 642
37.0369 584
37.4349 390
37.833 364
38.2311 316
38.6292 194
39.0272 132
39.4253 84
39.8234 22
