0.415578 1322
0.814343 3210
1.21311 4728
1.61187 6118
2.01064 7494
2.4094 8748
2.80817 9528
3.20693 10554
3.6057 11226
4.00446 11756
4.40323 12474
4.80199 13364
5.20076 14234
5.59952 14178
5.99829 14494
6.39705 14654
6.79582 15728
7.19458 16148
7.59335 16352
7.99211 16370
8.39088 16932
8.78964 17132
9.18841 17962
9.58717 18198
9.98594 18450
10.3847 18792
10.7835 18922
11.1822 19504
11.581 19422
11.9798 19432
12.3785 19900
12.7773 19644
13.1761 19416
13.5748 19740
13.9736 19630
14.3724 19504
14.7711 19818
15.1699 19940
15.5686 19428
15.9674 19260
16.3662 19040
16.7649 18774
17.1637 18652
17.5625 18542
17.9612 17780
18.36 17828
18.7588 17396
19.1575 16662
19.5563 15708
19.9551 14928
20.3538 13722
20.7526 12824
21.1514 11666
21.5501 11388
21.9489 10556
22.3477 9994
22.7464 9528
23.1452 8904
23.5439 8436
23.9427 8162
24.3415 7472
24.7402 7378
25.139 6826
25.5378 6396
25.9365 6066
26.3353 5962
26.7341 5592
27.1328 5382
27.5316 4970
27.9304 4788
28.3291 4500
28.7279 4388
29.1267 4176
29.5254 3744
29.9242 3448
30.323 3448
30.7217 3186
31.1205 2940
31.5192 2682
31.918 2508
32.3168 2292
32.7155 2058
33.1143 1856
33.5131 1630
33.9118 1630
34.3106 1474
34.7094 1264
35.1081 1120
35.5069 1036
35.9057 892
36.3044 762
36.7032 728
37.102 664
37.5007 482
37.8995 324
38.2983 284
38.697 208
39.0958 142
39.4945 80
39.8933 24
