0.403389 1248
0.801778 3078
1.20017 4518
1.59856 5584
1.99695 6688
2.39533 8298
2.79372 9424
3.19211 10188
3.5905 10912
3.98889 11544
4.38728 12318
4.78567 12762
5.18406 13630
5.58245 14458
5.98084 14780
6.37923 15242
6.77762 15982
7.176 15632
7.57439 16318
7.97278 16574
8.37117 17050
8.76956 17512
9.16795 17610
9.56634 17834
9.96473 18568
10.3631 18572
10.7615 19064
11.1599 19002
11.5583 19820
11.9567 20016
12.3551 19828
12.7535 20020
13.1518 19672
13.5502 20418
13.9486 19752
14.347 20002
14.7454 19512
15.1438 19494
15.5422 19278
15.9406 19668
16.339 19148
16.7373 19304
17.1357 18530
17.5341 18908
17.9325 18276
18.3309 17482
18.7293 17226
19.1277 16696
19.5261 15690
19.9245 15146
20.3228 13972
20.7212 12638
21.1196 12146
21.518 10994
21.9164 10548
22.3148 10198
22.7132 9434
23.1116 9098
23.51 8574
23.9083 7984
24.3067 7734
24.7051 7196
25.1035 6732
25.5019 6576
25.9003 6228
26.2987 5832
26.6971 5774
27.0955 5410
27.4939 5058
27.8922 4752
28.2906 4590
28.689 4324
29.0874 4172
29.4858 3854
29.8842 3660
30.2826 3448
30.681 3064
31.0794 2988
31.4777 2658
31.8761 2494
32.2745 2260
32.6729 2030
33.0713 1928
33.4697 1768
33.8681 1566
34.2665 1368
34.6649 1362
35.0632 1116
35.4616 1002
35.86 932
36.2584 796
36.6568 576
37.0552 528
37.4536 470
37.852 288
38.2504 208
38.6487 180
39.0471 124
39.4455 50
39.8439 40
