0.410238 1174
0.808082 2972
1.20593 4650
1.60377 6052
2.00161 7138
2.39946 8166
2.7973 9130
3.19515 10060
3.59299 10806
3.99083 11770
4.38868 12286
4.78652 12746
5.18437 13086
5.58221 13812
5.98005 14882
6.3779 15356
6.77574 16058
7.17359 16272
7.57143 17140
7.96927 17010
8.36712 17750
8.76496 18096
9.16281 18666
9.56065 19056
9.95849 19566
10.3563 19458
10.7542 19716
11.152 19562
11.5499 19544
11.9477 19544
12.3456 19894
12.7434 19714
13.1412 19816
13.5391 20012
13.9369 19336
14.3348 19574
14.7326 19462
15.1305 19336
15.5283 19048
15.9262 19082
16.324 19420
16.7218 18988
17.1197 18734
17.5175 18110
17.9154 17832
18.3132 17448
18.7111 17022
19.1089 16418
19.5067 15876
19.9046 15030
20.3024 13628
20.7003 12888
21.0981 11678
21.496 10866
21.8938 10532
22.2917 10080
22.6895 9312
23.0873 8912
23.4852 8590
23.883 8008
24.2809 7720
24.6787 7314
25.0766 7062
25.4744 6744
25.8723 6564
26.2701 6090
26.6679 5428
27.0658 5302
27.4636 5000
27.8615 4772
28.2593 4296
28.6572 3914
29.055 3956
29.4528 3774
29.8507 3260
30.2485 3154
30.6464 2984
31.0442 2624
31.4421 2534
31.8399 2298
32.2378 2268
32.6356 1996
33.0334 1848
33.4313 1540
33.8291 1512
34.227 1304
34.6248 1182
35.0227 1106
35.4205 1096
35.8184 830
36.2162 726
36.614 632
37.0119 570
37.4097 432
37.8076 338
38.2054 206
38.6033 180
39.0011 164
39.3989 90
39.7968 16
