0.403444 1338
0.800642 3018
1.19784 4594
1.59504 6120
1.99223 6938
2.38943 8256
2.78663 9562
3.18383 10046
3.58102 11024
3.97822 11780
4.37542 12856
4.77261 13302
5.16981 13764
5.56701 14064
5.96421 15216
6.3614 15446
6.7586 16230
7.1558 16446
7.553 16882
7.95019 17648
8.34739 17928
8.74459 18824
9.14178 18534
9.53898 19218
9.93618 19662
10.3334 19630
10.7306 19838
11.1278 19786
11.525 19912
11.9222 20170
12.3194 19810
12.7166 19706
13.1138 19970
13.511 20198
13.9082 20586
14.3053 20660
14.7025 19712
15.0997 19484
15.4969 19104
15.8941 19132
16.2913 18760
16.6885 18524
17.0857 18198
17.4829 17806
17.8801 17648
18.2773 17418
18.6745 16994
19.0717 15946
19.4689 15404
19.8661 14788
20.2633 13544
20.6605 12426
21.0577 11356
21.4549 10730
21.8521 10324
22.2493 9812
22.6465 9384
23.0437 8920
23.4409 8452
23.8381 7868
24.2353 7488
24.6325 6964
25.0297 6712
25.4269 6486
25.8241 6374
26.2213 5778
26.6185 5604
27.0157 5158
27.4129 4794
27.8101 4542
28.2073 4216
28.6045 4170
29.0016 3682
29.3988 3518
29.796 3312
30.1932 3142
30.5904 2798
30.9876 2724
31.3848 2352
31.782 2280
32.1792 2116
32.5764 1898
32.9736 1626
33.3708 1522
33.768 1388
34.1652 1298
34.5624 1036
34.9596 976
35.3568 854
35.754 724
36.1512 586
36.5484 534
36.9456 448
37.3428 366
37.74 306
38.1372 188
38.5344 160
38.9316 100
39.3288 56
39.726 26
