0.401872 984
0.80002 2640
1.19817 4136
1.59632 5192
1.99446 6170
2.39261 7256
2.79076 8168
3.18891 9664
3.58705 10982
3.9852 11848
4.38335 12682
4.7815 13366
5.17964 14024
5.57779 14760
5.97594 15012
6.37409 15692
6.77223 16618
7.17038 17026
7.56853 17394
7.96668 17552
8.36482 17714
8.76297 18068
9.16112 18478
9.55927 18534
9.95741 19148
10.3556 19572
10.7537 19438
11.1519 19494
11.55 19724
11.9482 19538
12.3463 19622
12.7444 19958
13.1426 19464
13.5407 19818
13.9389 20158
14.337 19872
14.7352 19768
15.1333 19862
15.5315 19666
15.9296 19686
16.3278 19388
16.7259 18932
17.1241 18082
17.5222 18192
17.9204 17672
18.3185 17244
18.7167 16904
19.1148 16190
19.513 15784
19.9111 14646
20.3093 13538
20.7074 12498
21.1055 11924
21.5037 11274
21.9018 10780
22.3 10138
22.6981 10024
23.0963 9244
23.4944 8708
23.8926 8328
24.2907 7648
24.6889 7338
25.087 6966
25.4852 6530
25.8833 6368
26.2815 5822
26.6796 5386
27.0778 5214
27.4759 4948
27.8741 4548
28.2722 4416
28.6704 4106
29.0685 3788
29.4666 3554
29.8648 3192
30.2629 3192
30.6611 2898
31.0592 2854
31.4574 2588
31.8555 2374
32.2537 2144
32.6518 1960
33.05 1766
33.4481 1700
33.8463 1504
34.2444 1312
34.6426 1252
35.0407 1056
35.4389 944
35.837 756
36.2352 636
36.6333 478
37.0315 426
37.4296 390
37.8277 278
38.2259 202
38.624 136
39.0222 62
39.4203 22
39.8185 4
