0.414715 1072
0.81258 2692
1.21045 3876
1.60831 5288
2.00618 6130
2.40404 7618
2.80191 8712
3.19977 9428
3.59764 10408
3.9955 10754
4.39337 11614
4.79123 12776
5.1891 12918
5.58696 13348
5.98483 14042
6.3827 14820
6.78056 15502
7.17843 16014
7.57629 16830
7.97416 16766
8.37202 17110
8.76989 17586
9.16775 18068
9.56562 18516
9.96348 18558
10.3613 18400
10.7592 18894
11.1571 18940
11.5549 18730
11.9528 19750
12.3507 19118
12.7485 19508
13.1464 19370
13.5443 19902
13.9421 19600
14.34 19946
14.7379 19790
15.1357 19686
15.5336 19944
15.9315 19696
16.3293 19424
16.7272 19320
17.1251 18968
17.5229 18366
17.9208 18152
18.3187 17750
18.7165 17202
19.1144 16384
19.5123 15752
19.9101 14834
20.308 14034
20.7058 13072
21.1037 12284
21.5016 11790
21.8994 11152
22.2973 10454
22.6952 9946
23.093 9182
23.4909 9022
23.8888 8580
24.2866 8364
24.6845 7748
25.0824 7256
25.4802 7024
25.8781 6580
26.276 6276
26.6738 6102
27.0717 5742
27.4696 5478
27.8674 5058
28.2653 4818
28.6632 4438
29.061 4220
29.4589 3930
29.8568 3710
30.2546 3402
30.6525 3160
31.0503 3002
31.4482 2900
31.8461 2634
32.2439 2330
32.6418 2296
33.0397 2040
33.4375 1806
33.8354 1696
34.2333 1628
34.6311 1404
35.029 1274
35.4269 1006
35.8247 924
36.2226 784
36.6205 640
37.0183 576
37.4162 428
37.8141 354
38.2119 256
38.6098 166
39.0077 82
39.4055 54
39.8034 24
